Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
72019;4;Objeto: Aquisição de peça manutenção secadora hospitalar;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160365;HOSPITAL DE GUARNICAO DE BAGE;BAGE;30/01/2019;;R$ 2.430
72019;6,32E+14;Objeto: Fornecimento de água mineral sem gás em garrafões de 20LT para a Procuradoria Seccional Federal de Ponta Grossa/PR.;Dispensa de Licitação;Encerrado;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110097;SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL;PORTO ALEGRE;21/01/2019;;R$ 2.640
72019;007/2019;Objeto: Pagamento da taxa de licenciamento de 2019 do veículo oficial do ERENE placa OYV 2261;Dispensa de Licitação;Encerrado;35000;Ministério das Relações Exteriores;35000;Ministério das Relações Exteriores - Unidades;240027;ESCRITORIO DE REPRES. NA REG.NORDESTE-ERENE;BRASILIA;30/01/2019;;R$ 118
72019;7,37E+14;Objeto: Aquisição de 5fr SPINRAZA 12MG/5ML;Dispensa de Licitação;Publicado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;250005;DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG;BRASILIA;08/01/2019;;R$ 1.043.376
72019;01206.000007/2019;Objeto: Aquisição de  Ferramentas , Fitas e Tubulações.;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240120;CENTRO BRASILEIRO DE PESQUISAS FISICAS;RIO DE JANEIRO;30/01/2019;;R$ 8.619
72019;1,42E+15;Objeto: Contratação dos serviços de fornecimento de água e coleta de esgotos, para atendimento do Museu Regional de São João  del-Rei, unidade integrante do Ibram.;Inexigibilidade de Licitação;Encerrado;55000;Ministério da Cidadania;42207;Instituto Brasileiro de Museus;423034;ESCRITÓRIO DE REPRESENTAÇÃO DO IBRAM/MG-ES;BELO HORIZONTE;22/01/2019;;R$ 918
72019;4,60E+15;Objeto: Contratação de docente para instrutoria do curso 'Construção de Cenários Prospectivos', no período de 18/02 a 01/03/2019, no horário das 08h30 às 12h30 e das 14h às 18h e livre, na Enap.;Inexigibilidade de Licitação;Encerrado;25000;Ministério da Economia;20202;Fundação Escola Nacional de Administração Púb;114702;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;BRASILIA;31/01/2019;;R$ 6.970
72019;6;Objeto: Pagamento de anuidade do CREA /RS. 2019.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135032;EMBRAPA/CNPT;PASSO FUNDO;28/01/2019;;R$ 528
72019;72019;"Objeto: Brasão fundido grande em caixa de papelão; caixa de veludo para brasão grande";Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;740000;DIRETORIA-GERAL DO MATERIAL DA MARINHA;RIO DE JANEIRO;31/01/2019;;R$ 4.060
72019;8,13E+15;Objeto: O serviço de energia elétrica prestados em todo o Estado do Paraná  pela concessionária COPEL , conforme Contrato de Concessão nº 046/1999 da  ANEEL, (disponível no site http://www2.aneel.gov.br/aplicacoes/contrato/contrato.cfm?idramo=3), que concede  a exploração do serviço público de distribuição de energia elétrica no Estado do Paraná, com finalidade de atender a CTL de Paranaguá-PR.;Dispensa de Licitação;Publicado;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194047;FUNAI-COORDENAçãO REGIONAL DO LITORAL SUL/SC;SAO JOSE;29/01/2019;;R$ 478
72019;8,22E+15;Objeto: Serviço de telefonia Móvel;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160261;1 INSPETORIA DE CONTABILIDADE E FINANCAS;RIO DE JANEIRO;31/01/2019;;R$ 3.699
72019;8,22E+15;Informação protegida por sigilo nos termos da legislação vigente;Dispensa de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30108;Departamento de Polícia Federal;200380;SUPERINTENDÊNCIA REGIONAL NO ESTADO DO AC;RIO BRANCO;28/01/2019;;R$ 850
72019;8,39E+15;Informação protegida por sigilo nos termos da legislação vigente;Dispensa de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30108;Departamento de Polícia Federal;200364;SUPERINTENDENCIA REGIONAL NO ESTADO DO PR;CURITIBA;24/01/2019;;R$ 1.380
72019;8,67E+15;Objeto: Contrato de fornecimento de água e esgoto da empresa SIMAE DE JOAÇABA.;Inexigibilidade de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200125;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SC;FLORIANOPOLIS;09/01/2019;;R$ 2.418
72019;8,67E+15;Objeto: Aquisição de gás liquefeito de petróleo;Dispensa de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200125;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SC;FLORIANOPOLIS;28/01/2019;;R$ 1.700
72019;8,76E+15;Objeto: Atender despesas com serviços internet da CTL de Londrina/PR, do número 43-3329-3080 Memorando nº 4/2019/CR-GPB-FUNAI.;Dispensa de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194061;COORDENAÇÃO REGIONAL INTERIOR SUL/SC;CHAPECO;22/01/2019;;R$ 1.560
72019;9,10E+14;Objeto: Aquisição de 14 cartuchos de toner para impressora Brother MFC-9460, referência TN315BK, para atender as necessidades da Fundação Alexandre de Gusmão   FUNAG;Dispensa de Licitação;Encerrado;35000;Ministério das Relações Exteriores;35201;Fundação Alexandre de Gusmão;244001;FUNDACAO ALEXANDRE DE GUSMAO;BRASILIA;30/01/2019;;R$ 5.908
72019;1,03E+16;Objeto: Contratação de serviços de Coffee Break para eventos institucionais realizados pela Delegacia da Receita Federal de Juazeiro do Norte, por demanda, ao custo unitário (por pessoa) de R$ 18,00, conforme Norma de Execução Conjunta COPOL/COGEP Nº 1, de 18 de dezembro de 2017.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170042;DELEGACIA DA RFB EM JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;29/01/2019;;R$ 2.700
72019;1,09E+16;Objeto: Fornecimento de serviços de fornecimento de energia elétrica, a fim de atender a Delegacia da Recita Federal do Brasil  em Limeira - Exercício 2019.;Inexigibilidade de Licitação;Retificação;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170145;DELEGACIA DA RFB EM LIMEIRA;LIMEIRA;25/01/2019;;R$ 511.890
72019;1,11E+16;Objeto: Pagamento de taxas estaduais anuais referentes ao DPVAT das viaturas e veículos oficias desta Alfândega.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170168;ALFANDEGA DA RFB PORTO DE SANTOS;SANTOS;11/01/2019;;R$ 167
72019;1,38E+16;Objeto: Contratação de empresa especializada para prestação de serviços de destruição de cigarros em aterro sanitário durante o ano de 2019;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170287;DELEGACIA DA RFB EM MARILIA;MARILIA;28/01/2019;;R$ 17.600
72019;1,39E+16;Objeto: Contratação de pessoa jurídica para fornecimento parcelado de 180 (cento e oitenta) galões de água mineral de 20 litros, a fim de atender às necessidades da Agência da Receita Federal do Brasil em Americana.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170321;DELEGACIA DA RFB EM PIRACICABA;PIRACICABA;08/01/2019;;R$ 1.530
72019;199/2019-86;Objeto: Confecção de blocos e outros serviços gráficos.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26245;Universidade Federal do Rio de Janeiro;153149;INSTITUTO DE PSIQUIATRIA DA UFRJ;RIO DE JANEIRO;28/01/2019;;R$ 11.100
72019;2,10E+16;Objeto: Contratação de empresa de prestação de serviço publico para fornecimento de água e tratamento de esgoto, no decorrer do exercício de 2019,  como forma de atender a SFA/ES;Inexigibilidade de Licitação;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130060;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES;VITORIA;23/01/2019;;R$ 4.000
72019;2,10E+16;Objeto: Genero de Alimentação - Água Mineral;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130070;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR;CURITIBA;30/01/2019;;R$ 558
72019;2,11E+16;Objeto: Contratação da empresa brasileira de correios e telégrafos - EBTC, através de inexigibilidade de licitação, para prestação de serviços de encomendas para sede em São José e suas respectivas unidades. código nº 4286;Inexigibilidade de Licitação;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130072;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC;SAO JOSE;28/01/2019;;R$ 49.200
72019;2,11E+16;Objeto: Contratação de serviço de pintura e manutenção no imóvel a ser desocupado pela agência do IBGE em Medianeira/PR.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25205;Fundação Instituto Brasileiro de Geografia e ;114623;UNIDADE ESTADUAL DO IBGE NO PARANA;CURITIBA;22/01/2019;;R$ 780
72019;21148.000886/2019;Objeto: Fornecimento e instalação de adesivo em vinil fosco, com arte final fornecida pela Embrapa, relativas ao tema de  Inovação, Empreendedorismo e Pesquisa, nas seguintes medidas: 7,20 x 2,50m e 9,80 x 2,50m.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135058;EMBRAPA/SGE-GCIN;BRASILIA;29/01/2019;;R$ 1.562
72019;2,12E+16;Objeto: Fornecimento do serviço de  água em favor do 1º Distrito de Meteorologia/AM/AC/RR, no exercício de 2019;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130091;DISTRITO DE METEOROLOGIA DE MANAUS;MANAUS;22/01/2019;;R$ 1.000
72019;2,12E+16;Objeto: Fornecimento de energia elétrica as estações meteorológicas de São Luis, Imperatriz, Balsas, Zé Doca, Caxias, Barra do Corda, Carolina, Bacabal, Chapadinha, Turiaçú, no estado do Maranhão, durante o exercício de 2019.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130095;DISTRITO DE METEOROLOGIA DE BELEM;BELEM;24/01/2019;;R$ 3.300
72019;2,12E+16;Objeto: Fornecimento de água canalizada a estação meteorológica de Balsas, no estado do Maranhão, durante o exercício de 2019.;Inexigibilidade de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130095;DISTRITO DE METEOROLOGIA DE BELEM;BELEM;24/01/2019;;R$ 200
72019;21176.011/2019-76;Objeto: Atender despesas com serviços de água e esgoto para a estação meteorológica de Bagé/RS.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130075;DISTRITO DE METEOROLOGIA DE PORTO ALEGRE;PORTO ALEGRE;09/01/2019;;R$ 840
72019;21199.000111/2019;Objeto: Aquisição de materiais de construção.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135029;EMBRAPA/CNPSO;LONDRINA;17/01/2019;15/01/2019;R$ 4.400
72019;21202.000177/2019;Objeto: Substituição dos  sensores de umidade e pressão do sistema de ar SPF AVES, conforme relatório da visita técnico. Foi verificado que o sensor de umidade e pressão ambiente estavam em falha. Em virtude disto foi realizada vistoria interna ao ambiente. Em análise visual já se constatou corrosão elevada em ambos os sensores;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135030;EMBRAPA/CNPSA;CONCORDIA;31/01/2019;;R$ 1.985
72019;2,13E+16;Objeto: Contratação de pessoa física para prestação de serviço de limpeza visando à obtenção de adequadas condições de salubridade e higiene no prédio sede da agência do IBGE em PEREIRA BARRETO, um dia, oito horas por semana, pelo período de doze meses.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25205;Fundação Instituto Brasileiro de Geografia e ;114622;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;SAO PAULO;31/01/2019;;R$ 5.200
72019;2,30E+16;Objeto: Aquisição de 01 (um) Teclado sem fio compatível com iMac (21.5 , 2013).;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26291;Fundação Coordenação de Aperfeiçoamento de Pe;154003;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;BRASILIA;16/01/2019;02/01/2019;R$ 100
72019;2,31E+16;Objeto: Contratação de pessoa física sem vínculo para ministrar curso de capacitação.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26234;Universidade Federal do Espírito Santo;153046;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;VITORIA;23/01/2019;;R$ 4.006
72019;2,31E+16;Objeto: Apoio ao Projeto MBA em Gestão Empresarial em Tributação e Contabilidade - 1º sem/2019. Custo Operacional R$ 45.900,00.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;150123;COORD. DE PROJ. C/A FUND. DE APOIO;NITEROI;25/01/2019;;R$ 459.000
72019;2,31E+16;Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio junto a este Hospital.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;15/01/2019;;R$ 8.980
72019;2,31E+16;Objeto: Pregão Eletrônico -  Registro de preço para futuras aquisições de material de órtese e prótese (prótese valvular, anel, path e outros).;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26235;Universidade Federal de Goiás;153054;HOSPITAL DAS CLINICAS DA UFGO;GOIANIA;07/01/2019;07/01/2019; R$ -   
72019;2,31E+16;Objeto: Material de Proteção e Segurança.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153273;PRO-REITORIA DE PESQUISA/UFMG;BELO HORIZONTE;23/01/2019;;R$ 655
72019;2,31E+16;Objeto: Fornecimento de água e coleta de esgoto sanitário.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26241;Universidade Federal do Paraná;153079;UNIVERSIDADE FEDERAL DO PARANA;CURITIBA;23/01/2019;;R$ 3.600
72019;2,31E+16;Objeto: Fornecimento de energia elétrica.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26241;Universidade Federal do Paraná;153079;UNIVERSIDADE FEDERAL DO PARANA;CURITIBA;23/01/2019;;R$ 12.000
72019;2,31E+16;Objeto: Aquisição da Fundação para apoiar a realização do projeto 'Educação e Realidade 2018-2020'.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26244;Universidade Federal do Rio Grande do Sul;153114;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;PORTO ALEGRE;11/01/2019;;R$ 100.000
72019;2,31E+16;Objeto: Prestação de serviço de manutenção corretiva em transdutor setorial adulto, modelo M4S-RS, do aparelho de ultrassom GE S6, patrimônio 215455.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26246;Universidade Federal de Santa Catarina;150232;HOSPITAL UNIVERSITáRIO - UFSC;FLORIANOPOLIS;23/01/2019;;R$ 1.560
72019;2,31E+16;Objeto: Aquisição de materiais para timpanomastoidectomiade (kits).;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26269;Universidade Federal do Estado do Rio de Jane;154035;HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO;RIO DE JANEIRO;10/01/2019;;R$ 8.000
72019;2,31E+16;Objeto: Exame paciente Tatiane Rosa da Silva;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;16/01/2019;;R$ 416
72019;2,31E+16;Objeto: Serviço de manutenção de software para controle de acesso e caixa dos Restaurantes Universitários em real time;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26280;Fundação Universidade Federal de São Carlos;154049;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS;SAO CARLOS;22/01/2019;;R$ 15.456
72019;2,31E+16;Objeto: Serviços de montagem, desmontagem, carregamento de materiais, pintura de estruturas e serviços gerais relacionados à infraestrutura da 46ª Feira de Livro da FURG.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26273;Universidade Federal do Rio Grande;154042;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;RIO GRANDE;16/01/2019;;R$ 3.800
72019;2,31E+16;Objeto: Aquisição de papel A4, cor branca.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo;152004;INSTITUTO BENJAMIN CONSTANT-RJ;RIO DE JANEIRO;30/01/2019;15/01/2019;R$ 8.450
72019;2,31E+16;Objeto: Aquisição de certificado digital para a servidora Ana Regina e Souza Campello.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo;152005;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ;RIO DE JANEIRO;24/01/2019;;R$ 454
72019;2,31E+16;Objeto: Inscrição de servidor em curso.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158151;INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO;VITORIA;24/01/2019;;R$ 1.500
72019;2,32E+16;Objeto: Assinatura anual do periódico Ciência Hoje visando atender a demanda da Biblioteca Carlos Drummond de Andrade do Ifes Campus Cachoeiro de Itapemirim.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158418;INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO;CACHOEIRO DE ITAPEMIRIM;31/01/2019;;R$ 355
72019;2,32E+15;Objeto: Inexigibilidade em favor da Cesan para pagamento de serviços de abastecimento de agua durante o exercício de 2019;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158421;INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA;CARIACICA;10/01/2019;;R$ 100
72019;2,34E+16;Objeto: Contratação de Serviços de Lavanderia (Lavagem e Secagem de Roupas) para Enfermaria (Ambulatório) do IFRS - Campus Bento Gonçalves.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26419;Instituto Federal do Rio Grande do Sul;158264;INST.FED.DO RS/CAMPUS BENTO GONCALVES;BENTO GONCALVES;31/01/2019;;R$ 6.390
72019;2,34E+16;Objeto: Renovação da Assinatura do Jornal Bom Dia para o IFRS - Campus Erechim;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26419;Instituto Federal do Rio Grande do Sul;158325;INST.FED.DO RS/CAMPUS ERECHIM;ERECHIM;31/01/2019;;R$ 924
72019;2,35E+16;Objeto: Pregão Eletrônico -  Eventual aquisição de INSUMOS PARA MÁQUINA UNITARIZADORA para atendimento do SETOR DE FARMÁCIA do Hospital Universitário da Universidade Federal do Piauí   HU/PI, gerido pela Empresa Brasileira de Serviços Hospitalares   EBSERH.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155008;EBSERH HUPI;TERESINA;28/01/2019;23/01/2019; R$ -   
72019;2,35E+16;Objeto: Aquisição de Tubo de Coleta para Sangue a Vácuo.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155021;EBSERH HU-UFMG;BELO HORIZONTE;16/01/2019;;R$ 49.470
72019;2,37E+16;Objeto: Taxa de seguro de veículo - DPVAT.PRESTAÇÃO DE SERVIÇOS: Taxa de seguro obrigatório dos veículos oficiais Siena Essence (placa GMF-8003), Peugeot 307(placa DMN-5388), Ecosport (placa LTT-0913) e M. Benz 608 (placa JFO-1582) do Campus Ipatinga do IFMG.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;BELO HORIZONTE;23/01/2019;;R$ 73
72019;2,38E+16;Objeto: Seguro total do veículo oficial do campus Arcos do IFMG.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;BELO HORIZONTE;30/01/2019;;R$ 974
72019;2,50E+16;Objeto: Fornecimento de 80 kg de café e 250 kg de açúcar.;Dispensa de Licitação;Encerrado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;250012;SUPERINTENDENCIA ESTADUAL DO MS/AC;RIO BRANCO;23/01/2019;;R$ 1.860
72019;2,54E+16;Objeto: Aquisição de produto intermediário I - Imunoblot HIV;Dispensa de Licitação;Publicado;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254445;INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS;RIO DE JANEIRO;23/01/2019;;R$ 604.896
72019;2,54E+16;Objeto: Pregão Eletrônico -  Aquisição de fita termo-transferência e material de informatica;Pregão - Registro de Preço;Evento de Resultado de Julgame;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254445;INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS;RIO DE JANEIRO;23/01/2019;15/01/2019;R$ 12.590
72019;2,54E+16;Objeto: Contratação de empresa especializada em manutenção corretiva em cadeiras elétricas.;Dispensa de Licitação;Publicado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;250052;INSTITUTO NACIONAL DO CANCER - RJ;RIO DE JANEIRO;21/01/2019;;R$ 5.400
72019;3,68E+16;Objeto: Despesa com o fornecimento de água e esgoto destinado à APS Videira/SC.;Inexigibilidade de Licitação;Encerrado;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;510209;GERÊNCIA EXECUTIVA CHAPECÓ;CHAPECO;28/01/2019;;R$ 3.500
72019;5,03E+16;Objeto: Aquisição de peças e serviço de instalação e reprogramação da Central de Telefone (PABX) para a UREFT.;Dispensa de Licitação;Encerrado;39000;Ministério da Infraestrutura;68201;Agência Nacional de Transportes Aquaviários;682010;AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS;BRASILIA;14/01/2019;;R$ 2.366
72019;5,06E+16;Objeto: Contratação de serviços relacionados à regularização de veículos automotores, pertencentes à Superintendência Regional do DNIT/SC, no que tange ao pagamento de seguros obrigatórios - DPVAT, por meio da empresa SEGURADORA LÍDER DOS CONSÓRCIOS DO SEGURO DPVAT S.A., para o exercício de 2019.;Inexigibilidade de Licitação;Encerrado;39000;Ministério da Infraestrutura;39252;Departamento Nacional de Infraestrutura de Tr;393013;SUPERINTENDENCIA REG. NO ESTADO SC - DNIT;FLORIANOPOLIS;24/01/2019;;R$ 1.000
72019;6,41E+16;Objeto: Atendimento PSA.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160379;9 BATALHAO DE INFANTARIA MOTORIZADO;PELOTAS;15/01/2019;;R$ 7.026
72019;6,46E+16;Objeto: Credenciamento de Organização Civil de Saúde para o ano de 2019.;Inexigibilidade de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160229;15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO;LAPA;10/01/2019;;R$ 17.600
72019;6,46E+16;Objeto: Contratação de serviços de telecomunicações telefonia local, para atender as necessidades do Hospital de Guarnição de Florianópolis.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160445;HOSPITAL DE GUARNICAO DE FLORIANOPOLIS;FLORIANOPOLIS;30/01/2019;;R$ 3.289
72019;6,46E+16;Objeto: Prestação de serviços médicos na especialidade de PSICOLOGIA;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160416;HOSPITAL GERAL DE SANTA MARIA;SANTA MARIA;25/01/2019;;R$ 500.000
72019;6,47E+16;Objeto: Aquisição de componentes para processador de som marca COCHLEAR NUCLEUS 6, Modelo CP 910, para o Sd Refm LUIZ CARLOS PAIVA SOUZA.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160400;POLICLINICA MILITAR DE PORTO ALEGRE;PORTO ALEGRE;31/01/2019;;R$ 4.473
72019;6,74E+16;Objeto: Oferecer aos beneficiários do SISAU os serviços profissionais nas especialidades Fonoaudiologia, Fisioterapia e Psicologia;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52111;Comando da Aeronáutica;120195;CENTRO DE AQUISIÇÕES ESPECÍFICAS;RIO DE JANEIRO;16/01/2019;;R$ 2.250.000
72019;7;Objeto: Um joelho PVC soldável 45X110(tigre), uma união PVC soldável 110(tigre), um adaptador PVC soldável curto 110X4'(tigre), uma luva PVC soldável 110(tigre), um tubo PVC soldável 110 com 6mt(tigre) e um adesivo PVC 850g(tigre);Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;746000;DIRETORIA DE OBRAS CIVIS DA MARINHA;RIO DE JANEIRO;22/01/2019;;R$ 561
72019;700026/2019-00;Objeto: Despesas com Fehospar durante o exercício de 2019.;Inexigibilidade de Licitação;Publicado;26000;Ministério da Educação;26241;Universidade Federal do Paraná;153808;HOSPITAL DE CLINICAS DA UFPR;CURITIBA;18/01/2019;;R$ 3.000
72019;7100.096088/2018;Objeto: Lacre de arame, tipo manivela na cor amarela, de 30 cm ou 60 cm para uso em catracas.;Dispensa de Licitação;Encerrado;99900;República Federativa do Brasil;94720;Estado das Alagoas;926703;AGENCIA MUNICIPAL DE REG. DE SERV. DELEGADOS;Inválido;31/01/2019;22/01/2019;R$ 975
72019;8,06E+16;Objeto: Contratação de prestadores de serviço de coleta, transporte e distribuição de água potável no contexto de Programa Emergencial de Distribuição de Água Potável no Semiárido Nordestino (operação carro pipa), conforme Edital 03/2018, para o período de janeiro a março de 2019.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160173;31º BATALHÃO DE INFANTARIA MOTORIZADO;CAMPINA GRANDE;25/01/2019;;R$ 8.670.000
72019;8,07E+16;"Objeto: Credenciamento de ORGANIZAÇÕES CIVIS DE SAÚDE (OCS) E DE PROFISSIONAIS DE SAÚDE AUTÔNOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS MÉDICO-HOSPITALARES,ODONTOLÓGICOS E DE REABILITAÇÃO, conforme autorizado pelo art. 20 e seus incisos I e II, do Decreto Nr 92.512, de 2 de abril de 1.986;";Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160113;4 BATALHAO DE ENGENHARIA DE COMBATE;ITAJUBA;02/01/2019;;R$ 487
